,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
FireWrap® Grip Kit Black,11/16/2018,Sales Receipt,#2002,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"10,702.05  "
FireWrap® Grip Kit Black,11/22/2018,Sales Receipt,#2012,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"10,771.95  "
FireWrap® Grip Kit Black,11/26/2018,Sales Receipt,#2034,,FireWrap  Grip Kit,5,34.95  ,174.75  ,"10,946.70  "
FireWrap® Grip Kit Black,11/26/2018,Sales Receipt,#2036,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"10,981.65  "
FireWrap® Grip Kit Black,11/26/2018,Sales Receipt,#2035,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"11,016.60  "
FireWrap® Grip Kit Black,11/28/2018,Sales Receipt,#2037,,FireWrap  Grip Kit,4,34.95  ,139.80  ,"11,156.40  "
FireWrap® Grip Kit Black,11/28/2018,Sales Receipt,#2039,,FireWrap  Grip Kit,3,34.95  ,104.85  ,"11,261.25  "
FireWrap® Grip Kit Black,11/29/2018,Invoice,1212,,,2,30.00  ,60.00  ,"11,321.25  "
FireWrap® Grip Kit Black,11/29/2018,Sales Receipt,#2041,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"11,356.20  "
FireWrap® Grip Kit Black,12/01/2018,Sales Receipt,#2048,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"11,391.15  "
FireWrap® Grip Kit Black,12/03/2018,Sales Receipt,#2056,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"11,426.10  "
FireWrap® Grip Kit Black,12/05/2018,Invoice,1215,,,6,25.00  ,150.00  ,"11,576.10  "
FireWrap® Grip Kit Black,12/05/2018,Sales Receipt,#2062,,FireWrap Grip Kit,1,34.95  ,34.95  ,"11,611.05  "
FireWrap® Grip Kit Black,12/07/2018,Invoice,1218,,,7,30.00  ,210.00  ,"11,821.05  "
FireWrap® Grip Kit Black,12/07/2018,Sales Receipt,#2069,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"11,890.95  "
FireWrap® Grip Kit Black,12/10/2018,Sales Receipt,#2077,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"11,925.90  "
FireWrap® Grip Kit Black,12/12/2018,Sales Receipt,#2083,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"11,960.85  "
FireWrap® Grip Kit Black,12/12/2018,Sales Receipt,#2082,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"11,995.80  "
FireWrap® Grip Kit Black,12/15/2018,Sales Receipt,#2095,,FireWrap Grip Kit,1,34.95  ,34.95  ,"12,030.75  "
FireWrap® Grip Kit Black,12/15/2018,Sales Receipt,#2093,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,065.70  "
FireWrap® Grip Kit Black,12/16/2018,Sales Receipt,#2097,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,100.65  "
FireWrap® Grip Kit Black,12/16/2018,Sales Receipt,#2101,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,135.60  "
FireWrap® Grip Kit Black,12/18/2018,Sales Receipt,#2108,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,170.55  "
FireWrap® Grip Kit Black,12/18/2018,Sales Receipt,#2105,,FireWrap Grip Kit,1,34.95  ,34.95  ,"12,205.50  "
FireWrap® Grip Kit Black,12/19/2018,Refund,#2110 (Refund 1),,FireWrap  Grip Kit,-1,34.95  ,-34.95  ,"12,170.55  "
FireWrap® Grip Kit Black,12/19/2018,Sales Receipt,#2109,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,205.50  "
FireWrap® Grip Kit Black,12/19/2018,Sales Receipt,#2110,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,240.45  "
FireWrap® Grip Kit Black,12/19/2018,Sales Receipt,#2111,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,275.40  "
FireWrap® Grip Kit Black,12/20/2018,Sales Receipt,#2115,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"12,345.30  "
FireWrap® Grip Kit Black,12/20/2018,Sales Receipt,#2114,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,380.25  "
FireWrap® Grip Kit Black,12/20/2018,Sales Receipt,#2113,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,415.20  "
FireWrap® Grip Kit Black,12/21/2018,Sales Receipt,#2117,,FireWrap Grip Kit,1,34.95  ,34.95  ,"12,450.15  "
FireWrap® Grip Kit Black,12/22/2018,Sales Receipt,#2119,,FireWrap Grip Kit,1,34.95  ,34.95  ,"12,485.10  "
FireWrap® Grip Kit Black,12/23/2018,Sales Receipt,#2120,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,520.05  "
FireWrap® Grip Kit Black,12/24/2018,Sales Receipt,#2121,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,555.00  "
FireWrap® Grip Kit Black,12/25/2018,Sales Receipt,#2124,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,589.95  "
FireWrap® Grip Kit Black,12/25/2018,Sales Receipt,#2123,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,624.90  "
FireWrap® Grip Kit Black,12/26/2018,Sales Receipt,#2129,,FireWrap Grip Kit,1,34.95  ,34.95  ,"12,659.85  "
FireWrap® Grip Kit Black,12/26/2018,Sales Receipt,#2125,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,694.80  "
FireWrap® Grip Kit Black,12/28/2018,Sales Receipt,#2138,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,729.75  "
FireWrap® Grip Kit Black,12/29/2018,Sales Receipt,#2142,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,764.70  "
FireWrap® Grip Kit Black,12/29/2018,Sales Receipt,#2145,,FireWrap Grip Kit,1,34.95  ,34.95  ,"12,799.65  "
FireWrap® Grip Kit Black,12/31/2018,Sales Receipt,#2151,,FireWrap Grip Kit,1,34.95  ,34.95  ,"12,834.60  "
FireWrap® Grip Kit Black,01/02/2019,Sales Receipt,#2156,,FireWrap Grip Kit,1,34.95  ,34.95  ,"12,869.55  "
FireWrap® Grip Kit Black,01/07/2019,Sales Receipt,#2176,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,904.50  "
FireWrap® Grip Kit Black,01/07/2019,Sales Receipt,#2177,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,939.45  "
FireWrap® Grip Kit Black,01/08/2019,Sales Receipt,#2179,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"12,974.40  "
FireWrap® Grip Kit Black,01/08/2019,Sales Receipt,#2178,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"13,009.35  "
FireWrap® Grip Kit Black,01/11/2019,Sales Receipt,#2189,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"13,044.30  "
FireWrap® Grip Kit Black,01/13/2019,Sales Receipt,#2192,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"13,079.25  "
FireWrap® Grip Kit Black,01/13/2019,Invoice,1232,,,1,30.00  ,30.00  ,"13,109.25  "
FireWrap® Grip Kit Black,01/16/2019,Sales Receipt,#2204,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"13,179.15  "
FireWrap® Grip Kit Black,01/16/2019,Sales Receipt,#2206,,FireWrap Grip Kit,1,34.95  ,34.95  ,"13,214.10  "
FireWrap® Grip Kit Black,01/17/2019,Sales Receipt,#2208,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"13,249.05  "
FireWrap® Grip Kit Black,01/17/2019,Invoice,1247,,,1,30.00  ,30.00  ,"13,279.05  "
FireWrap® Grip Kit Black,01/17/2019,Sales Receipt,#2209,,FireWrap Grip Kit,2,34.95  ,69.90  ,"13,348.95  "
FireWrap® Grip Kit Black,01/18/2019,Sales Receipt,#2219,,FireWrap Grip Kit,1,34.95  ,34.95  ,"13,383.90  "
FireWrap® Grip Kit Black,01/19/2019,Sales Receipt,#2220,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"13,418.85  "
FireWrap® Grip Kit Black,01/21/2019,Sales Receipt,#2229,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"13,488.75  "
FireWrap® Grip Kit Black,01/21/2019,Sales Receipt,#2227,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"13,558.65  "
FireWrap® Grip Kit Black,01/21/2019,Sales Receipt,#2228,,FireWrap Grip Kit,1,34.95  ,34.95  ,"13,593.60  "
FireWrap® Grip Kit Black,01/21/2019,Sales Receipt,#2226,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"13,628.55  "
FireWrap® Grip Kit Black,01/23/2019,Invoice,1252,,,1,30.00  ,30.00  ,"13,658.55  "
FireWrap® Grip Kit Black,01/23/2019,Invoice,1255,,,4,30.00  ,120.00  ,"13,778.55  "
FireWrap® Grip Kit Black,01/23/2019,Invoice,1258,,,1,30.00  ,30.00  ,"13,808.55  "
FireWrap® Grip Kit Black,01/25/2019,Sales Receipt,#2234,,FireWrap Grip Kit,3,34.95  ,104.85  ,"13,913.40  "
FireWrap® Grip Kit Black,01/28/2019,Invoice,1263,,,5,30.00  ,150.00  ,"14,063.40  "
FireWrap® Grip Kit Black,01/30/2019,Sales Receipt,#2251,,FireWrap Grip Kit,1,34.95  ,34.95  ,"14,098.35  "
FireWrap® Grip Kit Black,01/30/2019,Sales Receipt,#2254,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"14,133.30  "
FireWrap® Grip Kit Black,02/02/2019,Invoice,1242,,P.O. Number: 19-0103-11,3,30.00  ,90.00  ,"14,223.30  "
FireWrap® Grip Kit Black,02/02/2019,Invoice,1265,,,2,30.00  ,60.00  ,"14,283.30  "
FireWrap® Grip Kit Black,02/02/2019,Invoice,1242,,"P.O. Number: 19-0129-1 
Bradford McCutcheon
10538 Le Mans Rd
Dallas, TX 75238",2,30.00  ,60.00  ,"14,343.30  "
FireWrap® Grip Kit Black,02/02/2019,Invoice,1242,,"P.O. Number: 19-0129-2
Sean Wilson
5150 Hampshire Dr
Shelby Township, MI 48316",5,30.00  ,150.00  ,"14,493.30  "
FireWrap® Grip Kit Black,02/05/2019,Sales Receipt,#2268,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"14,528.25  "
FireWrap® Grip Kit Black,02/06/2019,Invoice,1268,,FireWrap Grip-Kit für Halligan-Tool - Schwarz,400,25.00  ,"10,000.00  ","24,528.25  "
FireWrap® Grip Kit Black,02/07/2019,Sales Receipt,#2271,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"24,598.15  "
FireWrap® Grip Kit Black,02/07/2019,Sales Receipt,#2273,,FireWrap  Grip Kit,3,34.95  ,104.85  ,"24,703.00  "
FireWrap® Grip Kit Black,02/08/2019,Sales Receipt,1269,,Custom Install - Halligan w/ red and Hammer all black.,1,34.95  ,34.95  ,"24,737.95  "
FireWrap® Grip Kit Black,02/09/2019,Sales Receipt,#2276,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"24,772.90  "
FireWrap® Grip Kit Black,02/10/2019,Sales Receipt,#2283,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"24,807.85  "
FireWrap® Grip Kit Black,02/13/2019,Sales Receipt,#2288,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"24,877.75  "
FireWrap® Grip Kit Black,02/14/2019,Sales Receipt,#2292,,FireWrap Grip Kit,1,34.95  ,34.95  ,"24,912.70  "
FireWrap® Grip Kit Black,02/15/2019,Sales Receipt,#2296,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"24,982.60  "
FireWrap® Grip Kit Black,02/15/2019,Sales Receipt,#2297,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"25,017.55  "
FireWrap® Grip Kit Black,02/15/2019,Sales Receipt,#2295,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"25,052.50  "
FireWrap® Grip Kit Black,02/16/2019,Sales Receipt,#2300,,FireWrap  Grip Kit,4,34.95  ,139.80  ,"25,192.30  "
FireWrap® Grip Kit Black,02/17/2019,Sales Receipt,#2304,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"25,227.25  "
FireWrap® Grip Kit Black,02/18/2019,Invoice,1271,,,10,25.00  ,250.00  ,"25,477.25  "
FireWrap® Grip Kit Black,02/18/2019,Sales Receipt,#2310,,FireWrap Grip Kit,1,34.95  ,34.95  ,"25,512.20  "
FireWrap® Grip Kit Black,02/18/2019,Invoice,1277,,,4,29.00  ,116.00  ,"25,628.20  "
FireWrap® Grip Kit Black,02/19/2019,Sales Receipt,#2313,,FireWrap Grip Kit,1,34.95  ,34.95  ,"25,663.15  "
FireWrap® Grip Kit Black,02/20/2019,Invoice,1270,,,1,30.00  ,30.00  ,"25,693.15  "
FireWrap® Grip Kit Black,02/20/2019,Sales Receipt,#2319,,FireWrap Grip Kit,1,34.95  ,34.95  ,"25,728.10  "
FireWrap® Grip Kit Black,02/21/2019,Sales Receipt,#2320,,FireWrap  Grip Kit,6,34.95  ,209.70  ,"25,937.80  "
FireWrap® Grip Kit Black,02/21/2019,Sales Receipt,#2322,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"25,972.75  "
FireWrap® Grip Kit Black,02/22/2019,Invoice,1283,,Thin Red Line,1,34.95  ,34.95  ,"26,007.70  "
FireWrap® Grip Kit Black,02/22/2019,Sales Receipt,#2323,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"26,042.65  "
FireWrap® Grip Kit Black,02/23/2019,Sales Receipt,#2332,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"26,077.60  "
FireWrap® Grip Kit Black,02/24/2019,Sales Receipt,#2334,,FireWrap Grip Kit,2,34.95  ,69.90  ,"26,147.50  "
FireWrap® Grip Kit Black,02/25/2019,Sales Receipt,#2337,,FireWrap Grip Kit,3,34.95  ,104.85  ,"26,252.35  "
FireWrap® Grip Kit Black,02/25/2019,Invoice,1279,,,5,30.00  ,150.00  ,"26,402.35  "
FireWrap® Grip Kit Black,02/26/2019,Sales Receipt,#2344,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"26,437.30  "
FireWrap® Grip Kit Black,02/27/2019,Invoice,1280,,,8,28.00  ,224.00  ,"26,661.30  "
FireWrap® Grip Kit Black,02/28/2019,Sales Receipt,#2349,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"26,731.20  "
FireWrap® Grip Kit Black,02/28/2019,Sales Receipt,#2353,,FireWrap Grip Kit,1,34.95  ,34.95  ,"26,766.15  "
FireWrap® Grip Kit Black,03/01/2019,Invoice,1289,,,6,30.00  ,180.00  ,"26,946.15  "
FireWrap® Grip Kit Black,03/02/2019,Sales Receipt,#2359,,FireWrap Grip Kit,1,34.95  ,34.95  ,"26,981.10  "
FireWrap® Grip Kit Black,03/03/2019,Sales Receipt,#2365,,FireWrap Grip Kit,2,34.95  ,69.90  ,"27,051.00  "
FireWrap® Grip Kit Black,03/03/2019,Sales Receipt,#2363,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"27,085.95  "
FireWrap® Grip Kit Black,03/04/2019,Sales Receipt,#2367,,FireWrap Grip Kit,1,34.95  ,34.95  ,"27,120.90  "
FireWrap® Grip Kit Black,03/05/2019,Invoice,1266,,"P.O. Number: 19-0204-3 
Dayton Shireman
537 SE Canterbury LN
Lees Summit, MO 64063",2,30.00  ,60.00  ,"27,180.90  "
FireWrap® Grip Kit Black,03/06/2019,Sales Receipt,#2379,,FireWrap Grip Kit,1,34.95  ,34.95  ,"27,215.85  "
FireWrap® Grip Kit Black,03/06/2019,Sales Receipt,#2378,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"27,250.80  "
FireWrap® Grip Kit Black,03/07/2019,Invoice,1292,,,1,34.95  ,34.95  ,"27,285.75  "
FireWrap® Grip Kit Black,03/08/2019,Sales Receipt,#2391,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"27,320.70  "
FireWrap® Grip Kit Black,03/10/2019,Sales Receipt,#2398,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"27,355.65  "
FireWrap® Grip Kit Black,03/11/2019,Invoice,1294,,Thin Red Line Edition,1,30.00  ,30.00  ,"27,385.65  "
FireWrap® Grip Kit Black,03/11/2019,Sales Receipt,#2400,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"27,420.60  "
FireWrap® Grip Kit Black,03/13/2019,Sales Receipt,#2407,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"27,455.55  "
FireWrap® Grip Kit Black,03/13/2019,Sales Receipt,#2411,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"27,490.50  "
FireWrap® Grip Kit Black,03/16/2019,Sales Receipt,#2418,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"27,525.45  "
FireWrap® Grip Kit Black,03/21/2019,Sales Receipt,#2432,,FireWrap Grip Kit,4,34.95  ,139.80  ,"27,665.25  "
FireWrap® Grip Kit Black,03/21/2019,Invoice,1305,,,1,30.00  ,30.00  ,"27,695.25  "
FireWrap® Grip Kit Black,03/22/2019,Sales Receipt,#2435,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"27,730.20  "
FireWrap® Grip Kit Black,03/22/2019,Sales Receipt,#2437,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"27,800.10  "
FireWrap® Grip Kit Black,03/25/2019,Sales Receipt,#2443,,FireWrap Grip Kit,1,34.95  ,34.95  ,"27,835.05  "
FireWrap® Grip Kit Black,03/29/2019,Sales Receipt,#2454,,FireWrap® Grip Kit,3,34.95  ,104.85  ,"27,939.90  "
FireWrap® Grip Kit Black,03/29/2019,Sales Receipt,#2458,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"28,009.80  "
FireWrap® Grip Kit Black,04/01/2019,Sales Receipt,#2467,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,044.75  "
FireWrap® Grip Kit Black,04/01/2019,Invoice,1316,,,3,30.00  ,90.00  ,"28,134.75  "
FireWrap® Grip Kit Black,04/01/2019,Sales Receipt,#2471,,FireWrap Grip Kit,1,34.95  ,34.95  ,"28,169.70  "
FireWrap® Grip Kit Black,04/02/2019,Sales Receipt,#2474,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,204.65  "
FireWrap® Grip Kit Black,04/02/2019,Sales Receipt,#2476,,FireWrap Grip Kit,1,34.95  ,34.95  ,"28,239.60  "
FireWrap® Grip Kit Black,04/03/2019,Sales Receipt,#2481,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,274.55  "
FireWrap® Grip Kit Black,04/04/2019,Sales Receipt,#2482,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"28,344.45  "
FireWrap® Grip Kit Black,04/04/2019,Sales Receipt,#2488,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,379.40  "
FireWrap® Grip Kit Black,04/05/2019,Sales Receipt,#2494,,FireWrap Grip Kit,1,34.95  ,34.95  ,"28,414.35  "
FireWrap® Grip Kit Black,04/05/2019,Sales Receipt,#2491,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"28,484.25  "
FireWrap® Grip Kit Black,04/08/2019,Sales Receipt,#2500,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,519.20  "
FireWrap® Grip Kit Black,04/11/2019,Sales Receipt,#2526,,FireWrap® Grip Kit,4,34.95  ,139.80  ,"28,659.00  "
FireWrap® Grip Kit Black,04/11/2019,Sales Receipt,#2524,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"28,728.90  "
FireWrap® Grip Kit Black,04/12/2019,Sales Receipt,#2541,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,763.85  "
FireWrap® Grip Kit Black,04/12/2019,Sales Receipt,#2527,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,798.80  "
FireWrap® Grip Kit Black,04/12/2019,Sales Receipt,#2528,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,833.75  "
FireWrap® Grip Kit Black,04/13/2019,Sales Receipt,#2582,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"28,903.65  "
FireWrap® Grip Kit Black,04/14/2019,Sales Receipt,#2589,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,938.60  "
FireWrap® Grip Kit Black,04/16/2019,Sales Receipt,#2593,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"28,973.55  "
FireWrap® Grip Kit Black,04/17/2019,Sales Receipt,#2595,,FireWrap® Grip Kit,4,34.95  ,139.80  ,"29,113.35  "
FireWrap® Grip Kit Black,04/21/2019,Sales Receipt,#2601,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"29,148.30  "
FireWrap® Grip Kit Black,04/22/2019,Sales Receipt,#2605,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"29,218.20  "
FireWrap® Grip Kit Black,04/22/2019,Sales Receipt,#2607,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"29,253.15  "
FireWrap® Grip Kit Black,05/15/2019,Invoice,1354,,,6,30.00  ,180.00  ,"29,433.15  "
FireWrap® Grip Kit Black,05/24/2019,Invoice,1350,,,1,30.00  ,30.00  ,"29,463.15  "
FireWrap® Grip Kit Black,06/08/2019,Invoice,1359,,,2,30.00  ,60.00  ,"29,523.15  "
FireWrap® Grip Kit Black,06/10/2019,Sales Receipt,#2677,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"29,558.10  "
FireWrap® Grip Kit Black,06/10/2019,Sales Receipt,#2673,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"29,593.05  "
FireWrap® Grip Kit Black,06/11/2019,Sales Receipt,#2680,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"29,628.00  "
FireWrap® Grip Kit Black,06/11/2019,Invoice,1365,,,7,30.00  ,210.00  ,"29,838.00  "
FireWrap® Grip Kit Black,06/11/2019,Sales Receipt,#2681,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"29,872.95  "
FireWrap® Grip Kit Black,06/14/2019,Sales Receipt,#2690,,FireWrap Grip Kit,1,34.95  ,34.95  ,"29,907.90  "
FireWrap® Grip Kit Black,06/19/2019,Sales Receipt,#2704,,FireWrap Grip Kit,1,34.95  ,34.95  ,"29,942.85  "
FireWrap® Grip Kit Black,06/20/2019,Sales Receipt,#2709,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"29,977.80  "
FireWrap® Grip Kit Black,06/23/2019,Sales Receipt,#2723,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"30,012.75  "
FireWrap® Grip Kit Black,06/23/2019,Sales Receipt,#2724,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"30,047.70  "
FireWrap® Grip Kit Black,06/24/2019,Sales Receipt,#2727,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"30,082.65  "
FireWrap® Grip Kit Black,06/25/2019,Sales Receipt,#2728,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"30,152.55  "
FireWrap® Grip Kit Black,06/27/2019,Sales Receipt,#2731,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"30,222.45  "
FireWrap® Grip Kit Black,06/27/2019,Sales Receipt,#2732,,FireWrap Grip Kit,1,34.95  ,34.95  ,"30,257.40  "
FireWrap® Grip Kit Black,06/28/2019,Invoice,1372,,"Matthew Sapp
7234 Waters Edge Dr
The Colony TX 75056",2,30.00  ,60.00  ,"30,317.40  "
FireWrap® Grip Kit Black,06/28/2019,Invoice,1372,,"Dan Mallory
Fort Calhoun Fire-Rescue
5543 Clearwater Dr
Fort Calhoun NE 68023",1,30.00  ,30.00  ,"30,347.40  "
FireWrap® Grip Kit Black,06/28/2019,Invoice,1372,,"Charles Cerone
282 3rd St 
Saddle Brook NJ 07663",3,30.00  ,90.00  ,"30,437.40  "
FireWrap® Grip Kit Black,06/28/2019,Invoice,1372,,"Alex Tull
417 E Liberty Ave
Spokane WA 99207",1,30.00  ,30.00  ,"30,467.40  "
FireWrap® Grip Kit Black,06/30/2019,Sales Receipt,#2736,,FireWrap Grip Kit,1,34.95  ,34.95  ,"30,502.35  "
FireWrap® Grip Kit Black,07/01/2019,Sales Receipt,#2741,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"30,537.30  "
FireWrap® Grip Kit Black,07/02/2019,Invoice,1375,,,6,34.95  ,209.70  ,"30,747.00  "
FireWrap® Grip Kit Black,07/02/2019,Invoice,1361,,"P.O. Number: 19-0624-3 
Ariel Jackson
14 Firmin Way
Hanover, PA 17331",1,30.00  ,30.00  ,"30,777.00  "
FireWrap® Grip Kit Black,07/03/2019,Sales Receipt,#2749,,FireWrap Grip Kit,1,34.95  ,34.95  ,"30,811.95  "
FireWrap® Grip Kit Black,07/05/2019,Sales Receipt,#2753,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"30,846.90  "
FireWrap® Grip Kit Black,07/07/2019,Sales Receipt,#2756,,FireWrap® Grip Kit,5,34.95  ,174.75  ,"31,021.65  "
FireWrap® Grip Kit Black,07/07/2019,Sales Receipt,#2758,,FireWrap Grip Kit,1,34.95  ,34.95  ,"31,056.60  "
FireWrap® Grip Kit Black,07/21/2019,Invoice,1381,,,0,,0.00  ,"31,056.60  "
FireWrap® Grip Kit Black,07/23/2019,Sales Receipt,112-9152279-2220259,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"31,091.55  "
FireWrap® Grip Kit Black,07/23/2019,Invoice,1382,,,0,,0.00  ,"31,091.55  "
FireWrap® Grip Kit Black,07/23/2019,Sales Receipt,112-3958774-9681836,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"31,126.50  "
FireWrap® Grip Kit Black,07/24/2019,Sales Receipt,112-5420335-6457825,,FireWrap Grip Kit,2,34.95  ,69.90  ,"31,196.40  "
FireWrap® Grip Kit Black,07/27/2019,Sales Receipt,112-6224469-6335459,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"31,231.35  "
FireWrap® Grip Kit Black,07/31/2019,Sales Receipt,113-8043684-4721835,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"31,266.30  "
FireWrap® Grip Kit Black,08/01/2019,Invoice,1376,,"P.O. Number: 19-0717-13 
Sean Wilson
5150 Hampshire Dr
Shelby Township, MI 48316",5,26.00  ,130.00  ,"31,396.30  "
FireWrap® Grip Kit Black,08/01/2019,Invoice,1376,,"P.O. Number: 19-0703-2
Mark Corisini
1129 S Euclid Ave
Villa Park, IL 60181",1,30.00  ,30.00  ,"31,426.30  "
FireWrap® Grip Kit Black,08/01/2019,Invoice,1376,,"P.O. Number: 19-0703-2 '
Alex Merrick
9426 East Woodmark
Conroe, TX 77304",1,26.00  ,26.00  ,"31,452.30  "
FireWrap® Grip Kit Black,08/03/2019,Sales Receipt,113-7008794-4923438,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"31,487.25  "
FireWrap® Grip Kit Black,08/07/2019,Sales Receipt,113-3988706-0585810,,FireWrap Grip Kit,1,34.95  ,34.95  ,"31,522.20  "
FireWrap® Grip Kit Black,08/09/2019,Sales Receipt,114-4478173-5664250,,FireWrap Grip Kit,1,34.95  ,34.95  ,"31,557.15  "
FireWrap® Grip Kit Black,08/09/2019,Sales Receipt,112-0348441-9098659,,FireWrap Grip Kit,1,34.95  ,34.95  ,"31,592.10  "
FireWrap® Grip Kit Black,08/22/2019,Sales Receipt,114-6241427-5312226,,FireWrap Grip Kit,1,34.95  ,34.95  ,"31,627.05  "
FireWrap® Grip Kit Black,08/23/2019,Sales Receipt,111-4427304-3749065,,FireWrap Grip Kit,1,34.95  ,34.95  ,"31,662.00  "
FireWrap® Grip Kit Black,08/30/2019,Sales Receipt,111-4196053-4458608,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"31,696.95  "
